NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	183	-0.5570037	-1.703695	0.0	0.002600945	0.032	3044	tags=51%, list=25%, signal=67%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	55	-0.6346983	-1.6914482	0.0	0.0030385463	0.04	1997	tags=36%, list=16%, signal=43%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	135	-0.523788	-1.5608699	0.003921569	0.014557677	0.179	2300	tags=33%, list=19%, signal=41%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	43	-0.61296415	-1.5490283	0.023400936	0.015720492	0.206	3387	tags=53%, list=28%, signal=74%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	130	-0.51649463	-1.524375	0.006459948	0.018930135	0.257	2980	tags=46%, list=25%, signal=60%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	180	-0.48369795	-1.4976194	0.008728179	0.024716368	0.337	1329	tags=16%, list=11%, signal=17%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	151	-0.49045867	-1.4851294	0.010088272	0.02781211	0.385	1835	tags=25%, list=15%, signal=29%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	148	-0.4846024	-1.4470083	0.010349289	0.038006805	0.504	1835	tags=27%, list=15%, signal=31%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		186	-0.46733874	-1.4324131	0.014616322	0.041636866	0.552	2172	tags=23%, list=18%, signal=28%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		92	-0.49036106	-1.4035436	0.034139402	0.05254459	0.647	2246	tags=23%, list=18%, signal=28%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		97	-0.48558134	-1.376187	0.048648648	0.06589471	0.75	2340	tags=35%, list=19%, signal=43%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		94	-0.462528	-1.3299762	0.06779661	0.09725191	0.883	1845	tags=26%, list=15%, signal=30%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		165	-0.43501	-1.3102316	0.05717916	0.109846935	0.924	1077	tags=12%, list=9%, signal=13%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		173	-0.42220372	-1.2914279	0.053030305	0.12375189	0.949	2906	tags=38%, list=24%, signal=49%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		98	-0.4385588	-1.2617899	0.12	0.15140027	0.976	1767	tags=28%, list=15%, signal=32%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		175	-0.41046655	-1.261374	0.09113608	0.14659911	0.976	1298	tags=13%, list=11%, signal=14%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		182	-0.41219938	-1.2606546	0.07816377	0.14244287	0.976	1685	tags=19%, list=14%, signal=22%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		50	-0.44364354	-1.1747036	0.23485968	0.25257373	1.0	575	tags=8%, list=5%, signal=8%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		189	-0.37770033	-1.163842	0.1761158	0.2616069	1.0	1848	tags=17%, list=15%, signal=20%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		179	-0.33864242	-1.0379645	0.387985	0.5014625	1.0	2109	tags=20%, list=17%, signal=24%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		184	-0.33721995	-1.0318705	0.40226987	0.4992405	1.0	1884	tags=19%, list=15%, signal=22%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		188	-0.31981158	-0.97942793	0.5149626	0.60392606	1.0	1158	tags=10%, list=10%, signal=11%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		178	-0.30779764	-0.9481903	0.5584416	0.65772724	1.0	1954	tags=16%, list=16%, signal=19%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		84	-0.33290666	-0.93406135	0.5642077	0.6707491	1.0	2202	tags=23%, list=18%, signal=27%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		96	-0.3166473	-0.8948995	0.6435374	0.7430208	1.0	1493	tags=15%, list=12%, signal=16%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		27	-0.3294942	-0.77486074	0.79270315	0.9632459	1.0	986	tags=11%, list=8%, signal=12%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		180	-0.2386042	-0.7318621	0.9736512	0.9944989	1.0	1889	tags=16%, list=16%, signal=19%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		35	-0.28416586	-0.69179773	0.9111792	0.99776465	1.0	1360	tags=14%, list=11%, signal=16%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		32	-0.26342252	-0.64055973	0.94527364	0.9903688	1.0	1781	tags=16%, list=15%, signal=18%	
