NAME	TITLE	SCORE	
CYP26B1		5.9267697	
BMP4		5.924729	
SLC43A1		5.8962913	
FLRT2		5.886144	
CLIP3		5.88042	
GHR		5.876056	
JAM3		5.836896	
POU6F1		5.8349957	
PDE2A		5.8334136	
RAB33A		5.8315973	
CNGA3		5.825328	
TGFB3		5.8183403	
IL11RA		5.816044	
ID3		5.7876034	
PCDH9		5.7633657	
DENND5B		5.7419324	
CDON		5.738359	
S1PR1		5.6901455	
ALX1		5.6896806	
PRND		5.656661	
RGS3		5.651207	
STEAP1B		5.6375737	
DCLK1		5.6340375	
ENOX1		5.6272936	
CHST7		5.624075	
PPM1F		5.615574	
SCN3A		5.5986447	
GNG4		5.5866137	
FHOD3		5.579849	
AMHR2		5.5637608	
TFPI		5.5614514	
NDNF		5.5572553	
UST		5.5534306	
CBX6		5.52323	
PLA2G5		5.502991	
APBB1		5.4892373	
PHYHIP		5.4864793	
GNG11		5.4800706	
BBS9		5.479968	
DIO3		5.4706	
ATP1B2		5.469647	
LEPREL1		5.4519687	
GLS		5.449077	
RAMP2		5.424779	
CACNA1H		5.424734	
TNXA///TNXB		5.424616	
KCTD20		5.424393	
BEGAIN		5.4149723	
SV2B		5.4050827	
ARHGEF9		5.400365	
PYGM		5.399047	
GNA12		5.394587	
CSDC2		5.3917994	
CACNB2		5.3905954	
MRAS		5.389755	
CD248		5.3821363	
TSPYL2		5.376107	
HAS1		5.37	
STAT5B		5.369507	
FNDC4		5.362925	
KCNJ8		5.35751	
WISP2		5.3573985	
PAPPA		5.35658	
MLLT11		5.3556685	
ARMCX1		5.3446264	
CSGALNACT1		5.330373	
ASIC1		5.3269553	
PKIA		5.322089	
ABCB4		5.321158	
FGD1		5.3175907	
B3GNT1		5.3116565	
C5		5.3110194	
SMARCA1		5.3073964	
MDFIC		5.2978997	
MARCH3		5.293011	
NLGN1		5.2925873	
SYT1		5.290984	
LEPRE1		5.2871513	
PRG4		5.274697	
NRXN2		5.270527	
PYGO1		5.2623105	
BEND5		5.2511907	
NXPE3		5.2506948	
SOD3		5.2472134	
MAP1LC3C		5.244249	
MAP1A		5.2433248	
LRP1		5.2390904	
RBMS3		5.2376666	
SACS		5.2336435	
SPOCK1		5.2275105	
ITM2A		5.225581	
HBD		5.2200956	
ITGA7		5.2190585	
USP13		5.218942	
LRRC2		5.216367	
SGCA		5.215869	
KLF2		5.19703	
MCAM		5.191602	
SNAP91		5.1907005	
XPNPEP2		5.190445	
TCEAL2		5.1892695	
CD302		5.187583	
AGPAT4		5.1829967	
CETP		5.1821113	
FKBP14		5.1767726	
TUBB4A		5.1762815	
PAPPA2		5.174344	
DENND5A		5.166146	
S100B		5.1657567	
RARA		5.1649046	
PTH1R		5.1558313	
ROR2		5.150193	
DNAJC12		5.1486626	
POPDC2		5.1466656	
CXorf57		5.126993	
CCIN		5.12226	
PRKACB		5.1182585	
CYTL1		5.117877	
WNT2B		5.116251	
ST3GAL5		5.1151547	
RAPGEF4		5.1148853	
MAGEH1		5.111817	
PGM5		5.107413	
SIX2		5.091449	
TIMP4		5.09144	
PRR3		5.089286	
CCR10		5.084969	
KANK2		5.081366	
ASTN1		5.0773635	
SMAD9		5.0753417	
ARHGEF40		5.072558	
MCC		5.0705853	
MPDZ		5.065674	
CSPG4		5.060857	
ACADL		5.058181	
PTGFR		5.0580225	
NOTCH4		5.0570626	
ADAMTS5		5.055909	
MDFI		5.0524564	
GEM		5.0517974	
CNTFR		5.0513225	
MTSS1		5.042733	
ATP8B2		5.0406384	
ACTC1		5.035842	
MAB21L1		5.0273905	
SESN1		5.015084	
MAP3K7CL		5.00748	
GAB1		4.991024	
SDPR		4.9764132	
ART4		4.971573	
CTAGE1		4.9558873	
SIM2		4.9528666	
CACNA1G		4.938543	
ALDH1A2		4.936265	
RGS2		4.9246764	
AXL		4.923516	
ARHGAP24		4.9229274	
ZHX3		4.9182763	
ADAM23		4.9055843	
ASPA		4.9049	
SORCS3		4.891325	
BMX		4.89075	
PNMA2		4.8900113	
SYNE1		4.8893166	
DIXDC1		4.888438	
BAI2		4.881586	
NGFR		4.8762226	
HOXC6		4.864236	
FGF7		4.855776	
PROCR		4.8391523	
PRKD1		4.838474	
LPHN3		4.8368692	
PDZRN3		4.836347	
GPR88		4.831797	
RAB30		4.829866	
EIF5A2		4.828802	
KCNN3		4.8272324	
CLSTN2		4.8162293	
FXYD6		4.814222	
SSTR2		4.8139377	
ZC4H2		4.807233	
CTSG		4.805454	
SV2A		4.794049	
CNIH3		4.7939005	
BEX1		4.7937927	
AMPH		4.7872415	
ABL2		4.7741017	
RERGL		4.7732453	
GJC1		4.764	
LIG4		4.761272	
TWIST1		4.7565403	
FHOD1		4.7557993	
LEPR		4.7519965	
KIT		4.7371593	
S1PR5		4.732981	
FAM13C		4.732528	
MITF		4.7298937	
SLC23A2		4.7279677	
FAM69A		4.7162857	
SHOX2		4.7159514	
RHOBTB1		4.7138014	
GFRA1		4.711246	
LARP6		4.709465	
WNT4		4.7087064	
ZNF423		4.7052827	
SCML1		4.70348	
ABCA6		4.6902013	
BHLHB9		4.681691	
NTRK2		4.6792507	
PID1		4.673805	
GULP1		4.673351	
ARSB		4.673082	
ATP8B4		4.6709905	
NPY1R		4.6683154	
PMP22		4.654613	
ELN		4.64743	
CES1P1///CES1		4.644303	
ZFHX4		4.6382184	
ANGPTL2		4.63733	
GREM2		4.635938	
IL33		4.635613	
IRS1		4.632771	
HAS2		4.6321373	
WDR47		4.631181	
FHL3		4.6296763	
PDE3B		4.6289415	
SLC30A4		4.6284995	
CREB5		4.6233907	
SLC16A7		4.6153975	
KIAA1644		4.6065674	
DISC1		4.6065288	
PENK		4.6063933	
ITGA8		4.6028757	
GPR176		4.5926538	
VASH2		4.5886183	
CLIC2		4.588157	
C1orf95		4.5850835	
DTX3		4.5844784	
WSCD1		4.5813813	
VSTM4		4.578667	
CLCN6		4.5770016	
SNAI2		4.570814	
SERPINE2		4.5631847	
EMR1		4.5620556	
CPED1		4.5616956	
ST3GAL2		4.557948	
PLAGL1		4.5550017	
CAMK2A		4.5549173	
SEMA6A		4.553059	
BAMBI		4.549275	
COPZ2		4.54865	
BICC1		4.5461316	
CACNA1C		4.5452576	
SERPINI1		4.5450053	
ACTN2		4.539122	
HOXC8		4.538674	
CTNNA3		4.538301	
SNAP25		4.5360293	
PURG		4.535646	
ACAN		4.533956	
IGFBP1		4.529901	
COL21A1		4.5262237	
ZNF287		4.5260997	
PCBP3		4.525769	
FAM212B		4.522443	
CRTAP		4.52211	
TNN		4.520714	
NECAB2		4.5195794	
BMP6		4.5175557	
PHF14		4.501607	
DAB2		4.501268	
GPC3		4.494048	
BATF3		4.493563	
NMT2		4.492884	
PLCL2		4.486891	
SLC47A1		4.48392	
RUSC2		4.4807024	
ANG		4.480334	
BAHD1		4.4690137	
ABCB1		4.4684615	
MMP16		4.452226	
COL2A1		4.4482446	
CXXC4		4.4478135	
SYN2		4.4470654	
SEPT6		4.446619	
ADAMTS3		4.444509	
ADAMTS9		4.442373	
LGI2		4.442094	
IGFBP4		4.4416466	
MIER2		4.4365897	
HAAO		4.4331675	
GRM2		4.4329467	
HRC		4.4314804	
DIRAS3		4.4294605	
COLGALT2		4.426824	
CTIF		4.4268007	
BAALC		4.4257307	
OTUD3		4.425434	
CYP19A1		4.424992	
DGKI		4.4235673	
EXTL2		4.423404	
DYX1C1-CCPG1///CCPG1		4.4226875	
NLGN3		4.420986	
GLI3		4.414836	
HOXA6		4.4131746	
DMD		4.4111414	
POM121L9P		4.4052815	
SELP		4.4032426	
SLC1A7		4.4023495	
MVB12B		4.4000826	
DLX5		4.398964	
GNB5		4.3875923	
ABHD6		4.386548	
NTNG1		4.3845	
HABP4		4.383692	
CDA		4.380724	
FLT3		4.379026	
PHKG1		4.3774905	
CACNA2D1		4.375114	
TIE1		4.3750644	
LEPREL2		4.3736334	
RAB23		4.3671947	
CD28		4.3588333	
FBXL7		4.3553214	
CPQ		4.3508987	
CLEC4M		4.3507047	
EMCN		4.348228	
PKD2		4.34659	
ENPP1		4.345818	
IGFBP6		4.3450956	
PGAM2		4.3432717	
TYRO3		4.342788	
ROR1		4.3419113	
GNA14		4.340241	
TCP11L1		4.3401957	
DNASE1L3		4.3393903	
ARHGAP22		4.337455	
TBC1D4		4.332374	
MXRA8		4.3292165	
STK39		4.325091	
ELOVL4		4.323889	
ZNF23		4.3233275	
BCHE		4.3203783	
PARK2		4.3198028	
SALL1		4.3157454	
MRPS31P5///THSD1		4.305378	
GZMM		4.3036933	
GSTM3		4.303529	
SLC18A1		4.3025966	
HSD17B6		4.3024383	
FAM124B		4.301866	
PDGFD		4.2958193	
PDE7B		4.2893443	
PEAK1		4.2854075	
MAOB		4.2823787	
KLHL20		4.2789326	
SLITRK3		4.277083	
CBFA2T3		4.274627	
ETNK2		4.2729096	
HTR2A		4.271032	
GNA13		4.270176	
ERG		4.2695355	
CRHBP		4.266723	
RARB		4.2636666	
THBD		4.262174	
SREK1IP1		4.2613826	
CCL14///CCL15-CCL14		4.260774	
RASL12		4.258196	
GSTM5		4.2580433	
CHRD		4.254197	
SEMA6B		4.2509565	
ANGPT1		4.2499466	
SOBP		4.2470903	
HAND2-AS1		4.244805	
RHOBTB2		4.2424107	
GRIN2C		4.2420425	
MMRN1		4.240972	
ABCA8		4.236722	
FCER2		4.2353177	
SLC2A2		4.2348924	
DAB1		4.230753	
PAMR1		4.228269	
HDAC4		4.226683	
WNT5B		4.2248473	
MAP1B		4.2224073	
TTLL7		4.222073	
CDR1		4.2209496	
ARMC9		4.2179885	
FLRT1		4.2179184	
ETNPPL		4.2160187	
FOXE3		4.2141256	
PDE8B		4.2102127	
CLEC10A		4.20543	
ARC		4.204804	
COL4A6		4.2026076	
ZFPM2		4.2026	
SEPT5///GP1BB		4.2024536	
FZD7		4.201972	
PTGDR		4.194822	
CBLN1		4.19398	
MCHR1		4.1911597	
GNAI1		4.1903596	
ZEB2		4.19035	
PCDHGC5///PCDHGA1///PCDHGA2///PCDHGA3///PCDHGB1///PCDHGA4///PCDHGB2///PCDHGA5///PCDHGB3///PCDHGA6///PCDHGA7///PCDHGB4///PCDHGA8///PCDHGA9///PCDHGB6///PCDHGA10///PCDHGB7///PCDHGA11///PCDHGA12///PCDHGC3///PCDHGC4		4.1899414	
ARL15		4.1893535	
EBF2		4.1882024	
CDIP1		4.185142	
MME		4.182293	
TBC1D8B		4.1813025	
C6		4.1810727	
EYA1		4.1810365	
WASF3		4.180952	
RCBTB2		4.180025	
SCN7A		4.177578	
NTSR1		4.175526	
ADRB2		4.171393	
ZIM2		4.1691375	
NKX2-5		4.1667895	
REEP1		4.1655226	
ZCCHC4		4.161811	
PRKCA		4.1604834	
KLHL4		4.1567593	
TTN		4.1559987	
C1orf54		4.150706	
GPR124		4.1490545	
FAT4		4.1425548	
TMEM204		4.1325626	
CHRDL1		4.1282873	
WFDC1		4.128264	
KCNE4		4.12811	
GAN		4.1268535	
CSRP3		4.124825	
SMTN		4.1226683	
SYNM		4.121126	
PDZRN4		4.1200447	
KCNK3		4.119174	
CAV1		4.112256	
CD1D		4.1121197	
TCF7L1		4.1076527	
COL9A3		4.1072326	
TRPM3		4.105815	
NR5A2		4.1033573	
HSD3B1		4.102104	
PTPRD		4.0963464	
PROS1		4.096142	
TRIM9		4.095425	
FSD1		4.094651	
ZNF235		4.0936112	
UNC5C		4.0901155	
CYTH3		4.0869136	
DDX25		4.0837746	
DST		4.0829773	
STMN2		4.079161	
TAF1A		4.0784984	
GPER1		4.076007	
C4BPB		4.0743494	
MATN3		4.072801	
P2RX1		4.072338	
HOXC11		4.0667324	
EPS15P1		4.066648	
F5		4.0651255	
ADRB3		4.063745	
IKZF4		4.063602	
PLXDC1		4.061034	
CHGB		4.059642	
BFSP1		4.0592675	
HS3ST2		4.0592556	
TRPC4		4.0590944	
TRIM3		4.0577717	
BARX1		4.057579	
SNED1		4.056366	
NDRG2		4.054702	
PPP1R3C		4.0545983	
EMILIN1		4.0531783	
STARD13		4.050368	
PPARGC1A		4.04991	
DPYSL2		4.045952	
GNAZ		4.0448513	
HOXA7		4.0430923	
FHL5		4.0421095	
ZMAT3		4.0420127	
APC		4.0401883	
KCNV2		4.037069	
VTN///SEBOX		4.036305	
DIS3		4.036247	
HHIPL2		4.035998	
CD79B		4.0352044	
RUNDC3B		4.0276766	
GRM3		4.024767	
FXYD1		4.0230584	
PRPH2		4.020934	
KCNMB1		4.0189333	
CD36		4.017682	
BMP2		4.0163345	
ITIH1		4.015983	
TSPAN4		4.0159664	
SUPT3H		4.0137553	
GDAP1		4.010181	
ITGA10		4.0083914	
PLA2G2A		4.007941	
CYP11A1		4.002929	
CMA1		4.0023828	
BAI3		4.0017004	
SYNC		4.001296	
AKT3		3.9995005	
FBN2		3.9977717	
SHC3		3.997143	
ALDH1L1		3.9942355	
ZNF385D		3.9940085	
LSAMP		3.9938555	
MAOA		3.9935124	
GNB3		3.9934328	
AP1S2		3.9895694	
CA4		3.9864917	
SOGA3///KIAA0408		3.9857752	
KITLG		3.98454	
ACVRL1		3.9844296	
LECT1		3.9833324	
FBXO40		3.9808245	
RIMS3		3.980824	
EXOSC7///CLEC3B		3.9787092	
RASGRP2		3.9777737	
LINC01140		3.9740455	
HMOX1		3.9737117	
TBC1D3P1-DHX40P1///RNFT1		3.9725912	
PRR16		3.9713404	
FRZB		3.9693224	
CRYBA1		3.9691858	
FAM110B		3.968303	
RYR2		3.9669137	
LEFTY1		3.9613914	
ANKRD55		3.9603896	
SRPX		3.960091	
SLC13A3		3.9597905	
FOXC1		3.9586234	
SLCO1C1		3.9576354	
TRPM6		3.9575047	
ASTN2		3.9560003	
MAP7D3		3.9555142	
PRAMEF10		3.9551818	
SOGA2		3.9539056	
BAG2		3.95305	
ADCYAP1		3.9529746	
ISL1		3.9510713	
ARHGEF6		3.9494367	
HDC		3.944777	
MPP2		3.94105	
SNAI1		3.937866	
PIP4K2B		3.93636	
SMO		3.9353004	
MTMR7		3.9348598	
BEAN1		3.931554	
HEG1		3.931397	
ST8SIA1		3.9288614	
KLF12		3.926603	
CAMK2N1		3.9264631	
ABCD2		3.924079	
KLHL3		3.923346	
SLC6A1		3.9223688	
SLC22A17		3.9214323	
MS4A1		3.9193673	
FIGF		3.9186206	
ZBTB40		3.917396	
PDE1C		3.916755	
MTUS2		3.9161453	
GAP43		3.915472	
GUCA2B		3.9140887	
ST3GAL4		3.9128563	
GFI1B		3.9108202	
HBEGF		3.9093075	
CCL21		3.9083343	
PBX3		3.9078171	
TRPA1		3.905855	
B3GALT2		3.9034274	
C11orf21		3.9031487	
GSTA4		3.9012911	
ITPKA		3.900022	
PLCL1		3.8996816	
DAZL		3.898347	
ULK2		3.8959486	
HBE1		3.8948975	
MAPK12		3.894252	
ARNT		3.8935132	
EREG		3.8934789	
KIRREL		3.8923714	
ISLR		3.8919709	
MEOX2		3.8919113	
DENND4A		3.8910625	
SLC12A4		3.8905404	
SEC23A		3.8894892	
GAS2		3.8881311	
SALL2		3.8871903	
ST18		3.8855276	
CRY2		3.885259	
CLIP4		3.8824346	
HIVEP3		3.882394	
SYT11		3.877464	
UPB1		3.87549	
DTNA		3.8744895	
ARHGAP28		3.8731167	
DES		3.8730056	
SLIT3		3.8658035	
EXTL3		3.8633845	
SENP7		3.8591835	
KIF21B		3.856362	
XYLT1		3.8563445	
ARSE		3.8542979	
PKNOX2		3.8538072	
GLT8D2		3.8495789	
CALCRL		3.8478656	
ABCC2		3.8469326	
CA10		3.846593	
STXBP5L		3.8454533	
CD22		3.8453252	
DNMBP		3.8446372	
ZNF536		3.8443575	
SETBP1		3.843746	
CBX2		3.843579	
ZIC3		3.84264	
SIRPB3P		3.8409562	
SPTBN4		3.8404844	
NKX6-1		3.8402379	
CA5B		3.8384366	
ANKMY2		3.8363128	
HEY1		3.8326685	
CDH5		3.832032	
OLFML1		3.829211	
ADCY6		3.828991	
CNR2		3.8281448	
AICDA		3.8264613	
TLL1		3.8229892	
CDKL3		3.8217294	
CACNB4		3.8204093	
C9orf53		3.8190198	
BMP10		3.8170092	
ELANE		3.8144736	
GFPT2		3.8132944	
DOCK1		3.8111422	
CAMSAP2		3.811015	
NFIX		3.8110015	
PHLPP2		3.8090415	
BMP5		3.8076556	
CAP2		3.8072271	
DYNC1I1		3.806208	
CCDC69		3.8056242	
GHSR		3.8036885	
EDNRA		3.8025963	
CEP112		3.8024468	
TGM4		3.7988358	
RGS13		3.7981997	
HSD3B2		3.797992	
MYL4		3.7940154	
HAVCR1///HAVCR1P1		3.793437	
HCFC2		3.7927501	
TEX28P2///TEX28P1///TEX28		3.7923334	
INHBE		3.7912726	
SVEP1		3.790904	
MLLT10		3.7889078	
SYN3		3.7881088	
SLC13A4		3.7880101	
AGT		3.787493	
PRKCDBP		3.7869074	
IL3RA		3.7856123	
PRRX1		3.7833147	
LPAR4		3.7800584	
NR4A3		3.7800286	
ADAMTS2		3.779606	
GAS7		3.7792923	
NES		3.7782605	
SCARB1		3.776141	
SLC18A2		3.7758558	
OGN		3.7758386	
SLC12A5		3.7755408	
PCDHGC3		3.7748454	
SPRY2		3.7746017	
MAP3K3		3.772423	
SDC2		3.7708318	
IL4		3.767225	
NELL2		3.7611895	
TRO		3.7595093	
KCNJ10		3.759316	
ARSF		3.7565515	
CLEC1A		3.7564807	
DPT		3.7541764	
PRDM16		3.7526395	
TBC1D2B		3.7523246	
ANK2		3.7503922	
VENTX		3.7456343	
APOBEC2		3.7450962	
PTPRZ1		3.744963	
KIAA0922		3.7430775	
INHBC		3.7390857	
TOM1L2		3.7389083	
KL		3.738457	
SLC16A1		3.7342553	
PCSK5		3.7337267	
KRT33B		3.7327125	
GCOM2///GCOM1///POLR2M		3.7325625	
FAM13B		3.7303195	
RGS17		3.7277017	
MYL1		3.7227354	
SERPIND1		3.7208312	
FAM198B		3.719583	
HOXB1		3.7193398	
BPI		3.718769	
EN1		3.7153454	
PSD3		3.7132254	
GPR32		3.7118483	
CD177		3.7103713	
OLAH		3.7064435	
SPECC1L-ADORA2A///ADORA2A		3.7019715	
AURKC		3.700268	
ADAMTS6		3.6989949	
ITGA2		3.6988356	
HSD11B1		3.6985192	
TNFSF18		3.6950812	
CPA1		3.6946604	
LILRA5		3.6917393	
SEPT4		3.6912138	
RFX4		3.6881826	
IMPG1		3.6855762	
TEX41		3.6820145	
ACTN3		3.681287	
PTHLH		3.6782725	
HBG1///HBG2		3.6772587	
LEP		3.6768816	
C1QL1		3.6730375	
RASSF8		3.6707146	
ZRSR1		3.6681495	
ITGA4		3.6671777	
HIPK1///OLFML3		3.6660945	
GSPT2		3.6648314	
DDX19A		3.6630344	
MYL7		3.662895	
CDR2		3.662773	
SPTA1		3.6613183	
GALNT10		3.6603966	
SEC14L5		3.6557617	
ZNF835		3.6547031	
RTN1		3.6534932	
CDKL5		3.6531112	
GPATCH2L		3.6511471	
MDM2		3.650305	
HOXA9		3.6486962	
MAF		3.648432	
PFKFB1		3.6483223	
CD34		3.6467648	
CHRM5		3.6459682	
BRINP3		3.6455393	
SIRT4		3.6445305	
HAND2		3.6441345	
DKK4		3.6431973	
RAB3B		3.6427453	
GRAP2		3.6399052	
ARHGEF15		3.6398845	
CYP39A1		3.638544	
NPHS1		3.6383903	
FBXO31		3.637541	
GPR50		3.6352913	
ZNF764		3.6351802	
PIK3C2G		3.6343265	
GK2		3.634094	
TRIM23		3.633493	
SPANXB2///SPANXB1		3.633023	
PMP2		3.6304464	
TTTY14		3.6299314	
PPT2		3.6296337	
KCNA3		3.629098	
PPP1R17		3.6272223	
CWC25		3.6264415	
CLIP2		3.6264133	
FGF17		3.6254275	
BBS7		3.624398	
MAPKBP1		3.624245	
ANGPTL7		3.622674	
CCBL1		3.6224484	
GIT2		3.6210475	
SPATA6		3.6209164	
OR2B2		3.6201863	
TTC28		3.6189816	
KDR		3.6181905	
CSF2		3.6180577	
S100PBP		3.6167293	
IL24		3.6158419	
PSG1		3.6132026	
CROCCP3		3.613134	
ALOX15		3.6096432	
FGF1		3.6090128	
ARPP21		3.6074476	
RASL10A		3.5958443	
ELTD1		3.595389	
COL14A1		3.5940218	
PTPN7		3.5937595	
ABCC8		3.5916076	
SCML2		3.5898902	
GAD2		3.5884047	
SOAT2		3.5863142	
RNU6-172P///GNPTAB		3.5809042	
SCN2B		3.5807576	
UHRF1BP1L		3.5800745	
CHST10		3.5797079	
FAM216A		3.5788152	
NACAD		3.5778942	
MBTPS1		3.5751326	
TSPAN5		3.5749192	
MSC		3.5748334	
LYL1		3.574208	
MASP2		3.5714257	
HOXA5		3.5697498	
APOM		3.5696845	
MXD1		3.569677	
MAGEA10		3.569018	
ACTL7A		3.568083	
DLK1		3.5655484	
ID1		3.5645719	
ACSL6		3.5629382	
SNTG2		3.5621533	
KLRG1		3.5614314	
RORB		3.560608	
RNU6-244P///TECPR2		3.55929	
PRKAR2B		3.559089	
CLDN15		3.5572772	
BLK		3.556057	
MOXD1		3.5557168	
SLC22A3		3.5556364	
KIR2DS4		3.5554028	
GLB1L		3.554794	
LRRC49		3.5547798	
POPDC3		3.5529363	
FOLR2		3.5528417	
LINC00965		3.5510342	
ADH1A		3.5478373	
ATF7		3.5475268	
PRRG3		3.5467865	
CFP		3.5466542	
RUNX2		3.5456338	
PRL		3.5441518	
GPR85		3.5437534	
NID1		3.5427947	
ATXN3L		3.5416114	
FPR2		3.5415082	
HSPA4L		3.5409899	
TAS2R8		3.5401204	
CD244		3.5397265	
SAG		3.5395947	
LRRC17		3.5389001	
DPP6		3.5384037	
ACSM5		3.53806	
FMOD		3.5377839	
SEMG1		3.5377533	
DAO		3.5365474	
BNC2		3.5349133	
DMWD		3.5331962	
PMFBP1		3.533193	
ACHE		3.5322378	
HNF4G		3.531069	
NR3C2		3.5310555	
KANK3		3.5296564	
HOXC13		3.5294018	
NLGN4Y		3.5291455	
EMR3		3.5271225	
RAD51B		3.5259004	
PLEKHO1		3.5241961	
RCVRN		3.5241315	
MAS1		3.5202456	
SLC17A1		3.5200448	
SH3BGR		3.5194402	
LILRP2		3.5186498	
TGFBR1		3.5184102	
APH1B		3.5182266	
VGF		3.5167372	
NR0B1		3.5152974	
KCNA4		3.5150397	
CNN1		3.51421	
HTN1		3.5114346	
G6PC2		3.511291	
FICD		3.5091295	
FGFR1		3.5084608	
ARAP3		3.5082357	
MYOZ3		3.5073192	
MYCT1		3.507211	
COLEC12		3.5060935	
MEF2C		3.5054846	
DIP2C		3.5052388	
SORBS3		3.5049753	
GRK4		3.50182	
MYBPC3		3.5017016	
TBKBP1		3.498773	
CASQ2		3.498242	
GLI2		3.4980288	
DMPK		3.4972322	
FADS1		3.4972253	
MORC4		3.496315	
CLDN5		3.4957979	
SEMA3G		3.4945788	
WASF1		3.4933941	
HOXA1		3.493174	
ZNF331		3.492207	
DCT		3.4894927	
HLX		3.4871523	
CXorf36		3.4858418	
EFEMP1		3.48406	
SLC7A10		3.4824843	
ZP2		3.4818614	
CYSLTR2		3.4813943	
GCKR		3.4795403	
BDKRB1		3.4793694	
LBP		3.4784257	
PCDH12		3.4781704	
HCG9		3.4737737	
HSPA1L		3.4728446	
IL3		3.471665	
CALHM2		3.4709694	
PCDH8		3.4695306	
SMPD3		3.4689882	
TEX13A		3.4689624	
RFPL3		3.4682682	
ADAMTSL4		3.4682357	
TIMP2		3.467915	
VAMP2		3.466323	
BTN1A1		3.4637318	
GABRQ		3.4636111	
HRH2		3.4633014	
SLC16A4		3.4629827	
NEK1		3.4621894	
PRKG1		3.4616864	
KAZALD1		3.4607854	
S100A12		3.4606168	
ZNF721///ABCA11P		3.4604058	
MOS		3.4596462	
KCNA1		3.4577034	
PCDHA9		3.4576015	
PARVB		3.4574058	
ATP8A2		3.456325	
ELOVL2		3.454488	
PPFIA2		3.4534712	
FBXO17		3.45292	
TTC23		3.449835	
HGF		3.4495213	
CABP1		3.449317	
RET		3.4477704	
GCG		3.4472942	
TNFSF9		3.445995	
ADH1B		3.4406285	
MAP3K12		3.4401913	
GK		3.4398332	
CHRM2		3.4388847	
LPAL2		3.4364	
ZNF780B		3.4362006	
KRT1		3.4348207	
TEK		3.4333541	
CLDND1		3.4322283	
ADORA2B		3.4315522	
TERF2IP		3.4315045	
HBBP1		3.4314516	
CHRNA9		3.4312322	
ARL4A		3.4309845	
MARC2		3.4309108	
KPNA5		3.4309006	
TMEM255A		3.4301991	
EGF		3.429697	
ZNF222		3.4295886	
FCRL2		3.4279883	
ACACB		3.4267743	
GOLIM4		3.4256918	
HIF3A		3.4253192	
FAM114A1		3.4251556	
NEUROG2		3.424859	
RBMY1HP///RBMY1B///RBMY1A1///RBMY1E///RBMY1D///RBMY1F///RBMY1J		3.423306	
PAK3		3.4232488	
CLDN18		3.4223683	
HAO1		3.4220073	
SATB2		3.4198685	
TCL1B		3.4195538	
TAAR2		3.4190168	
DDX3Y		3.4183366	
APBB2		3.4177551	
LRRTM2		3.4164612	
MGAT4C		3.4161932	
TBC1D19		3.4155152	
BPY2B///BPY2C///BPY2		3.4153597	
COLQ		3.41483	
UMOD		3.409857	
PDPN		3.4078453	
GABRD		3.4058561	
AMPD1		3.4028258	
GNG3		3.4020288	
ZNF197		3.401631	
ADPRM		3.4006472	
TMEM45A		3.40024	
CIDEC		3.3997555	
TMEM206		3.3992534	
ETV3		3.3989265	
TDRKH		3.3971772	
GPLD1		3.3964589	
CA3		3.3953578	
F7		3.3952532	
ELAVL2		3.3951051	
ELK4		3.3929682	
MAMLD1		3.392625	
SCG3		3.3922405	
MAPK11		3.392239	
ITSN1		3.3895054	
CALB2		3.3893528	
REEP2		3.3888812	
PCDHB1		3.3873796	
OCM///OCM2		3.3867812	
AFF3		3.3855472	
